COUNTRY_WB,IMF_DEPENDENCE_RISK,RESERVE_ADEQUACY_RISK,MACROECONOMIC_RISK,CLIMATE_VULNERABILITY_RISK,MARKET_VULNERABILITY_RISK
Bosnia and Herzegovina,-0.25014054378750117,0.03614322091340429,0.02451935640279402,-0.059307620971577914,-0.1604970259309297
Botswana,0.23045925239669476,-0.2336481213475736,-0.0568122234213088,-0.33093462914246347,-0.1411771649809096
Brazil,-0.16909891867765064,-0.3450977338926851,0.031162122277991006,1.6676656573609678,-0.13951054054693204
Brunei Darussalam,-0.11944582600324215,0.07123582537966916,-0.4652126898989384,-0.6241210900530949,-0.11922822581807109
Bulgaria,-0.13197492993471568,0.0014261637386190878,-0.014503654257642983,0.055047628552917734,-0.10214239923936597
Burkina Faso,0.6492578496253362,-8.701705534286397e-05,-0.14417232544561662,0.05208264903972818,-0.1477349105991716
Burundi,0.04268265365067499,0.0024383094876069384,0.2657013451503859,0.02515291295903908,-0.19520873190109256
Cabo Verde,0.016078245934361052,0.23811988202319237,-0.015038719001748644,-0.4204332399315409,0.2017383369202194
Cambodia,-0.17763425361289242,-0.17065876490739554,-0.14247868046139064,0.2742734125572764,0.11293339796086288
Cameroon,0.2456226043536332,-0.12201531500174034,-0.09230431666545966,-0.09725356257236832,-0.10808394892717586
Canada,-0.13798080050629394,-0.1768598750618279,-0.011035022951104248,0.6794505853354524,-0.10492671422076358
Central African Republic,0.22524231937516445,0.36173356293623027,-0.10858615133079362,-0.12878532958637692,-0.05101271304442618
Chad,0.2841232208160843,0.01204407642845366,-0.24901471766363895,0.05660618866181072,0.070657149175082
Chile,-0.1921538310468492,-0.1392245406415447,-0.025746245894147025,0.6626818044919053,-0.08244715293797346
China,-0.019563007375181126,-0.20362082547126603,-0.4580194106105656,2.768592519273307,-0.0325582462966058
Colombia,-0.08218362382935795,-0.10296315972667484,-0.027738985077851414,0.9635057648844501,0.03438233115161066
Comoros,0.21083709881118748,-0.0026718815835272158,-0.033440798292993006,-0.41783980678239463,0.12705529805038573
"Congo, Dem. Rep.",0.04238354694029417,0.12868265337900966,-0.1734454564810271,-0.6241210900530949,0.08940558410953088
"Congo, Rep.",-0.03011714107658116,0.03613039734735377,0.013152163635304276,-0.6241210900530949,0.05805213247507248
Costa Rica,-0.11511586815893024,-0.03477659516001978,-0.08018120072171048,0.19416241630182454,0.13481502458261319
Cote d'Ivoire,0.534301743565628,-8.701705534286397e-05,-0.24639584558515604,-0.6241210900530949,-0.06250010816084978
Croatia,-0.1912832801162371,-0.08396229871581146,-0.023181672176546594,-0.06280560932395075,0.05011180504079597
Cuba,-0.16946136178601853,-8.701705534286397e-05,0.04967074257995084,0.15431108400328086,-0.11418063389006844
Cyprus,-0.12863222467486427,0.11903108798798251,0.0114928417946776,-0.4025203041410239,-0.08517079631805573
Czechia,-0.17861597378836286,-8.701705534286397e-05,-0.010225690130446302,0.1680298626453049,-0.0625428151515484
Denmark,-0.13231619539677716,-0.17538699690402476,-0.20715282669646715,-0.44800334009529613,-0.07912751719216753
Djibouti,0.09182053297703786,0.3003984465165699,-0.392824563081882,-0.3666932594763959,-0.06182145769201894
Dominica,0.1791928390249588,0.3579084763771594,0.5186208662043839,-0.37134031885684804,0.010841211740586956
Dominican Republic,-0.14595065188804232,0.09502354040339274,-0.11735336178035427,0.44054909986362323,-0.06306389776571679
Ecuador,-0.07472888831909218,0.09351219154743803,-0.1254934546710852,0.3135029039195836,0.09715524082560113
"Egypt, Arab Rep.",0.025617855383548764,-0.1151602029787312,0.051098338978017736,-0.6241210900530949,0.10118265225563863
El Salvador,-0.12966880532321762,0.2555342847198051,-0.002671864175349975,0.23709790507643758,0.1422839741283212
Equatorial Guinea,-0.262134608712437,0.13324326304797846,0.41139306572229356,-0.5963580808760994,-0.10829771671004551
Eritrea,-0.2994734647053511,0.12444171689230035,0.044499129230448235,-0.5864085122069537,0.09380880226768125
Estonia,-0.1867788063446858,0.13146811511898437,0.028368208832887733,-0.4657956918320021,-0.07205838509895145
Eswatini,-0.17776794217387362,0.029879824866726502,-0.10413107616935215,-0.42870816241623355,-0.1738879765761349
Ethiopia,0.16371048828825047,-0.02842892996500998,-0.10833942513630304,0.29462331404706554,-0.11070697003208034
Fiji,-0.1885006106318357,0.18717918185648597,0.10409047582582141,0.19940466364758938,-0.05053747185031457
Finland,-0.13296667246611293,-0.08658197006613295,0.021970055317854904,-0.5141755481373077,-0.08492623983415822
France,-0.17251332512203127,-0.20400919632879622,-0.007217986955591363,1.1232097162852561,-0.05305415192739967
Gabon,-0.09672200463982282,-0.004582592925055419,-0.2677707468565184,-0.49180897371595655,0.048400178306377405
"Gambia, The",0.15245970024843947,0.03473629252386099,-0.006138779153885893,-0.6241210900530949,-0.1132403280115279
Georgia,0.21792179032388775,0.2678449081283089,-0.03167281715731236,-0.15633074999109614,0.008111677631318256
Germany,-0.12270829500189077,-0.2103257185776833,-0.1608208437442792,0.547744813515337,-0.12243551917357572
Ghana,0.33802103154704843,0.16231245534651106,0.018484454937045907,0.07585566642207284,-0.04153277255656253
Greece,0.40532400782940126,-0.05246762049572242,0.22152435890746153,0.3900087786609977,-0.1009605784440831
Grenada,0.3553351340599993,0.2010982468353271,0.28930487203206146,-0.5378170100933198,-0.13927485080777224
Guatemala,-0.21924418202017387,-0.16984721637019803,-0.12312561732548226,0.7327495852326414,-0.18080688449131443
Guinea,0.24823082494360196,0.055842050305017675,-0.06861351361211049,-0.15613967001120826,-0.0945972368746069
Guinea-Bissau,0.25879772369501663,-8.701705534286397e-05,-0.10073952192098856,-0.5096689856200264,-0.07233875751937403
Guyana,-0.3466494984077722,0.1937668309304413,-0.2838390485859871,-0.45984685662926045,-0.12251924222849742
Haiti,0.07720297517642975,-0.06661384578745855,0.2396440952689734,0.9214130338963337,0.016892421417872467
Honduras,-0.13253131077646899,-0.12911590671771667,0.025048941345639137,0.3395384081630482,-0.14608040455228083
Hungary,-0.1044261501345221,-0.14190649788411158,0.005813070916716167,-0.1483982235997562,0.05211456462549263
Iceland,0.06013105797705422,-0.015616355542528434,0.0009550160639397688,-0.5667927541701354,-0.11029281111671763
India,-0.26551119296100056,-0.2826726143587301,-0.22332873364564296,2.6916026896070466,-0.142864861707733
Indonesia,-0.22119459880074308,-0.041695825013281555,-0.19581512263733827,2.223616017587303,-0.01968984240752315
"Iran, Islamic Rep.",-0.10513828091742569,-8.701705534286397e-05,-0.15720155179319487,-0.6241210900530949,-0.10984504364808129
Iraq,-0.18279725852759054,-0.28614963269642957,-0.37472175485580117,-0.022718544909774086,-0.15485755349276115
Ireland,0.186009942670767,0.03447066151281441,-0.2756417979930871,-0.36854983444693323,-0.13033317920140272
Israel,-0.16956841976989387,-0.1850449740780772,-0.23102111768768782,-0.3052544534309736,-0.11967584511907044
Italy,-0.178058718968268,-0.20296132778866763,0.018919574913667348,1.032139787533103,-0.11315771421475306
Jamaica,-0.09693064011405658,0.248746954403063,0.20011186512611512,-0.04792543762345267,-0.018387999163341977
Japan,-0.06483982629034274,-0.23328356568413722,-0.06553282938687928,1.7199189394779446,-0.08445778854634929
Jordan,0.008662607128042142,0.10758880319489988,0.06430707642238863,-0.5610900707450511,-0.01568524418833663
Kazakhstan,-0.13027196957837564,-0.02489878542510122,-0.07076922406357612,-0.1149354191958481,0.00603590193213073
Kenya,0.43032165784602444,0.059099236081850984,-0.0290040283615806,0.7037942515609448,0.13792646000390732
Kiribati,-0.1569122523101589,-8.701705534286397e-05,-0.3270881713899015,-0.5709013388956975,-0.05227028200865198
"Korea, Rep.",-0.1451966551169722,-0.21982248520710057,-0.21288663728314994,-0.6241210900530949,0.05146149628320477
Kosovo,0.0001714013376004301,0.31134061223368203,-0.011546799613612362,-0.6241210900530949,0.015848603459737157
Kuwait,0.05760114806147345,-0.13814736109330059,-0.5834065251288753,-0.6152865493460625,0.07544472407383747
Kyrgyz Republic,0.4252363979816144,0.039189733819407546,0.21091592051966107,-0.6241210900530949,0.153579116148666
Lao PDR,-0.15313116240544833,0.17158389360104054,-0.13900411299795326,-0.6241210900530949,0.013849355652491457
Latvia,0.023615354615551195,-0.005397805338267349,0.0672221284641057,-0.48375345762205785,-0.1514849644725651
Lebanon,-0.025919540858910906,-0.23185282210050015,0.791782318688984,-0.4110333762250615,-0.0925794387614195
Lesotho,0.15681943764051928,-0.08296389250187775,0.0882204307904169,-0.30150382573077805,-0.1474032565250866
Liberia,0.3808014178545546,0.012611977210691188,0.36846759761399533,-0.4224074053421864,0.04041155742593344
Libya,0.2938265791085922,-0.18472255298880685,0.0703289810115369,-0.35108676701812647,0.08256780093256591
Lithuania,-0.13195334811915452,-0.02854617399747192,-0.0730241262949556,-0.4282960896501785,-0.11761402488902284
Luxembourg,-0.1368648672165833,0.13229431916023962,-0.2002780480890766,-0.48981783866739,-0.13051147892395165
Madagascar,0.2608847007246788,0.10861285654093465,0.08778388922367425,0.9296495594267153,-0.12027747591568627
Malawi,0.34557747922004606,0.06948632458277611,0.3059530862941585,0.43591358370244804,-0.12441868153900074
Malaysia,-0.1696899971564519,-0.1914127905911664,-0.35232611504879624,0.3982561256019206,-0.09363098167515128
Maldives,-0.022906564791616,0.2573827101690879,0.11897275685809874,-0.5594967936707874,-0.09116618548559968
Mali,0.43745125869251633,-8.701705534286397e-05,-0.06919893891997607,-0.009223916831821662,-0.12678139434675867
Malta,-0.07766080306356124,0.14680326817740488,-0.409093294775575,-0.5611742127115317,-0.1483079883350634
Marshall Islands,-0.13503363375218821,-8.701705534286397e-05,-0.10227281027548912,-0.45060788131604296,-0.15767340237434202
Mauritania,0.1108376724827185,0.2952845915694213,0.19391890218789445,-0.14690714880946923,0.07195933391548925
Mauritius,-0.12669150513173322,0.1726702328393207,0.038679405817599155,-0.44892937521369936,-0.05160573034640899
Mexico,-0.13439739896960498,-0.10906351329071025,0.020751994792605373,1.594410152037844,-0.1531225901214348
"Micronesia, Fed. Sts.",-0.07428752631906792,0.18061260006961363,0.02851785969036531,-0.6241210900530949,0.09706840403840747
Moldova,0.3345196004949665,0.26318262589993957,0.20264140446610784,-0.6241210900530949,-0.06425020093207041
Mongolia,0.04256471040700589,0.15658032132192645,0.11309009180218646,-0.11992453331480778,-0.07663659398556982
Montenegro,-0.13896966986739467,0.1680751827358162,0.3233157078319354,-0.41849045060193196,-0.0191217333677308
Morocco,-0.11329949441330647,-0.11542033817575614,-0.06829982880880031,0.10196105783436293,-0.08744774376972653
Mozambique,0.28142245616167194,0.1685373806950373,0.3328032653150093,0.8844818162213725,-0.11264478783487099
Myanmar,-0.31687410475232225,-0.1754831736494037,-0.1048112651254716,0.7680523808546551,-0.1598729888570082
Namibia,-0.2853635430797275,0.10295033616062434,0.09095193599934474,-0.002450864249208983,-0.14932597692630262
Nauru,-0.26763570641511353,-8.701705534286397e-05,-0.18580006821239087,-0.6241210900530949,-0.05340438588921698
Nepal,0.21650269576738312,-0.22443896898528953,-0.13924966504599465,1.057257348509864,-0.05989566006360285
Netherlands,-0.1258823286145139,-0.1519015516514921,-0.19666848516143487,-0.6241210900530949,-0.022671553445286603
New Zealand,-0.16286755809542397,-0.10080513675417223,0.012675372638472031,0.20223934135872076,-0.12233649502378666
Nicaragua,-0.044180908569213286,0.22504350852767144,0.03606839755508025,0.17282637010364424,-0.04759794067717297
Niger,0.5409272279767475,-8.701705534286397e-05,-0.02547500113903163,0.6890480079104339,-0.09331115885907548
Nigeria,-0.15873305777533456,-0.05506164471394288,-0.038640981483937076,0.8348850949071276,-0.07245961324772096
North Macedonia,-0.26387038354636,0.25689724659717517,-0.02139667467872315,-0.2700980156706224,-0.05731089652459305
Norway,-0.11024107071793662,-0.16909978566325315,-0.2928318620222215,-0.4818027300990064,-0.022980331541344177
Oman,-0.12856926831886525,-0.0983063733123271,-0.1321804531406524,-0.1676050369911132,0.06885430374854609
Pakistan,0.14541911545363198,-0.0030639163170718235,0.024850643189267274,1.691853698718833,0.10785077873376837
Palau,-0.13669403265602878,-8.701705534286397e-05,0.6877321121884582,-0.5469121919374514,-0.10105784474613737
Panama,-0.1967339857913587,0.039885870262150326,-0.1681810252592281,0.09141251858312226,-0.12458447165219275
Papua New Guinea,-0.2014662675423556,-0.001638668547456356,-0.3302527778201217,0.04062750682589109,-0.14357610722224257
Paraguay,-0.07054661878777727,-0.0017430890138677632,-0.13944818705659054,0.043995689507077336,-0.07102863535115773
Peru,-0.19378144331183744,-0.3180986315423086,-0.1353319854013622,0.915227104478159,-0.17031090047050174
Philippines,-0.1673935779945981,-0.31637660981552385,-0.24983560080802408,2.5509518846551154,-0.12936213340368533
Poland,-0.2261734318703831,-0.1918744389689853,-0.0968508541931816,0.4317004958717973,-0.12336656111517566
Portugal,0.4497851996502034,-0.11653049260813013,0.030892888347757864,0.08738536887266103,-0.10611145869830454
Qatar,-0.06440143532473977,-0.1300428673493689,-0.6219260457006464,-0.5786159576957367,0.046057378524629815
Romania,0.06886183554784445,-0.15421712129261547,0.04944805441759748,0.29506501143732516,0.028802697084465315
Russian Federation,-0.14811734524170483,-0.3642231666880393,-0.09284856935247228,0.7182738947760832,-0.13998809413517363
Rwanda,0.20750612772440502,0.0001035044974078078,-0.09386257798680965,0.04389651047732407,-0.15228776919012182
Samoa,0.20841343574686094,0.0838945170095444,0.0003325755001009827,-0.4553337489427043,-0.1347715193224932
San Marino,-0.19454465555485378,0.17043343653250775,-0.04893029486395787,-0.6241210900530949,0.055337563512936706
Sao Tome and Principe,-0.0030633662641838767,0.21453734405627714,0.5915789815471804,-0.5773687387229094,-0.14278547640320233
Saudi Arabia,-0.0924497298800348,-0.22638082327294043,-0.34721532445043723,-0.06574275215224783,-0.10171369662118294
Senegal,0.1190160561815659,-8.701705534286397e-05,0.013549957808345085,-0.036537869969108606,-0.0956353951970695
Serbia,-0.2794037929692208,-0.2506576657445912,0.10628580954245705,0.11605818113498244,-0.17335742429234377
Seychelles,0.016265831689622957,0.18370216351878654,0.1604711263667246,-0.5532652247378331,-0.12627536003163026
Sierra Leone,0.45363532706953574,0.21066462710901865,0.23729143320979096,-0.26975756414748536,-0.023932241779968857
Singapore,0.2063593692273042,-0.21465642002674631,-0.620822369164913,-0.6241210900530949,0.07857915617438914
Slovak Republic,-0.1514031682674386,0.0027488229798303663,-0.03211571125941057,-0.6241210900530949,-0.12707290848916283
Slovenia,-0.17217925089902725,0.12635700807884662,-0.1207067948569034,-0.16929368528116412,-0.13562891894325863
Solomon Islands,-0.033183257669051135,-0.017098393390367672,0.04398191411583113,-0.10968533961285665,-0.0008290993628940231
"Somalia, Fed. Rep.",1.6117949691456763,-8.701705534286397e-05,-0.10528194414635066,-0.6241210900530949,0.06203771043257968
South Africa,-0.11757257004594686,0.043170535109091905,0.0629304760341577,0.8565796020689478,0.3824947638432137
South Sudan,-0.20329406658847377,0.19677104569638507,1.329729279816912,-0.008828064325470798,-0.11823113721721994
Spain,-0.1500365433720612,-0.16053364354150257,-0.02362487344025477,0.7531215303524391,-0.086086842517701
Sri Lanka,-0.1907546909614121,0.18701797131185083,-0.012992972759320274,0.9639145437865757,-0.0026338380419976687
St. Kitts and Nevis,-0.07918264949525837,0.20165149211350689,0.16155664700955188,-0.6241210900530949,0.048133173770695405
St. Lucia,0.12996217393519138,0.2694460219466173,0.09944028652279796,-0.6241210900530949,0.16684612961541265
St. Vincent and the Grenadines,0.09540304732639461,0.029573891219521132,0.4013977358220807,-0.6241210900530949,-0.042157355355008155
Sudan,1.8245207697223347,0.2540476670269478,1.0968434760911308,0.5123186186081471,0.5018615265925231
Suriname,-0.20893358297549336,0.23167878798981442,0.24490636557503814,-0.5149589623109417,-0.10123614639099587
Sweden,-0.13513890674975904,-0.16150090680931356,-0.15750624058964693,-0.4281182953630374,-0.12553701469002004
Switzerland,-0.13210844428650317,-0.22103889204389324,-0.24792026473468004,-0.17769278088883816,-0.11995124896734614
Syrian Arab Republic,-0.12645793597490784,-0.057270961950647604,0.39881286584588393,-0.09212467258968657,-0.13910973983984168
Tajikistan,0.10685871081798491,0.2726995438474362,-0.21710553325000603,0.24856130575739685,-0.009883791262331085
Tanzania,0.13814672652827953,0.1367495923937934,-0.09577364083110995,-0.6241210900530949,0.2570555619297882
Thailand,-0.151679771980729,-0.1465156539102717,-0.18659725498334173,1.2893681859676196,-0.10481464763005137
Timor-Leste,-0.19247854896983144,0.024352867898950296,-0.3606409738988216,-0.40395031211385773,-0.1281172945902009
Togo,0.4090731926197807,-8.701705534286397e-05,-0.1595330178875216,-0.34121733777018887,-0.06741017502612784
Tonga,-0.033646294703918146,-0.021943869419458847,0.2650029479227805,-0.33599666372751785,-0.13734013836901965
Trinidad and Tobago,-0.2002340690081579,-0.06822595123381026,-0.1709722279552842,-0.5349121521400733,-0.09907689388662083
Tunisia,-0.13188972083158934,0.13761793100921463,0.12603746143155153,-0.3416724513702379,0.20048733390586151
Turkiye,-0.04328068184981136,0.02430157363474819,0.11212763963175046,-0.6241210900530949,0.25817255708646347
Turkmenistan,-0.19267029782649436,-8.701705534286397e-05,-0.20723117700317825,-0.6241210900530949,-0.08999156555840201
Tuvalu,-0.197733825979344,-8.701705534286397e-05,-0.05293961436357701,-0.540928013868434,0.2547544303101771
Uganda,0.01775762162444119,-0.03173374613003096,-0.0755143746713446,0.21356056704657667,0.22560702426456594
Ukraine,0.19691435591415885,0.08637312913331012,0.34402180142112937,0.10479090373290467,0.3528424955530503
United Arab Emirates,-0.23054326814401058,-0.17506457581475443,-0.4184365571857091,-0.5748786311070926,-0.06973156749563172
United Kingdom,-0.1766374549441086,-0.1963223844505102,0.05786499487769502,-0.6241210900530949,-0.015574877907347262
United States,-0.10952422210802353,-0.22545019876527375,0.0013141104899724741,-0.6241210900530949,0.2320483634584876
Uruguay,-0.211341988326133,-0.08300053126202209,-0.013898456347876556,-0.11313361022704971,0.19612346808681946
Uzbekistan,-0.11565037965171475,-0.21163555425284408,-0.21151648704346185,-0.5247582174475832,0.14075203945494913
Vanuatu,-0.24710696711806932,0.11527927894920036,0.11289825577011389,-0.24005170135062973,-0.09741304925188435
"Venezuela, RB",-0.29305671156492935,-0.071507868173741,1.3102772699732688,-0.6241210900530949,-0.09825034815846158
Viet Nam,-0.16635536338469478,0.12232491252496012,0.09026565994699158,1.8305725584070438,-0.05988713450660168
"Yemen, Rep.",-0.19869932171458968,-0.015808709033286315,0.3752234743692105,-0.6241210900530949,0.10305295380015041
Zambia,-0.06300489110319923,0.21433583087548316,-0.14939985404318173,-0.06937737588451026,0.4513430911106527
Zimbabwe,-0.2526887019732606,0.4237977906827633,0.51735620858925,0.12070198232729334,1.09597453470688
